accepted_symbol,synonym_symbol,scientific_name,common_name,genus,family,family_common_name,order,subclass,class,subdivision,division,growth_habit,active_growth_period,fall_conspicuous,flower_color,flower_conspicuous,foliage_color,foliage_texture,fruit_conspicuous,growth_form,base_age_height,mature_height,leaf_retention,lifespan,shape_orientation,toxicity,coarse_soil,medium_soil,fine_soil,drought_tolerance,moisture_use,minimum_precipitation,maximum_precipitation,minimum_root_depth,shade_tolerance,bloom_period,fruit_seed_abundance,fruit_nut_period_begin,fruit_nut_period_end,fruit_seed_persistence,berry_nut_seed_product,fodder_product,palatable_human
PTTRM,,Ptelea trifoliata L. ssp. trifoliata var. mollis Torr. & A. Gray,common hoptree,Ptelea,Rutaceae,Rue family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTTRT2,,Ptelea trifoliata L. ssp. trifoliata var. trifoliata,common hoptree,Ptelea,Rutaceae,Rue family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUGR2,,Punica granatum L.,pomegranate,Punica,Punicaceae,Pomegranate family,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Orange,Yes,Green,Medium,Yes,Stoloniferous,20,20,No,Moderate,Vase,None,No,Yes,Yes,None,Medium,30,60,20,Intermediate,Spring,High,Summer,Fall,Yes,Yes,No,Yes
PYCA80,,Pyrus calleryana Decne.,Callery pear,Pyrus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,White,Yes,Green,Medium,Yes,Single Stem,30,50,No,Long,Erect,Severe,Yes,Yes,Yes,Low,Medium,35,55,30,Intolerant,Early Spring,Medium,Spring,Summer,No,No,No,No
PYCO,,Pyrus communis L.,common pear,Pyrus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,White,Yes,Green,Medium,Yes,Single Stem,40,50,No,Short,Erect,None,No,Yes,Yes,Low,Medium,35,55,30,Intolerant,Early Spring,Medium,Summer,Summer,No,Yes,No,Yes
QUBE,,Quercus ×beadlei Trel. ex Palmer,Beadle oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUBE2,,Quercus ×beaumontiana Sarg.,Beaumont oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUBU3,,Quercus ×burnetensis Little,Burnet oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUBU,,Quercus ×bushii Sarg.,Bush oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCA,,Quercus ×caduca Trel.,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCA2,,Quercus ×capesii W. Wolf,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCO3,,Quercus ×comptoniae Sarg.,Compton oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCR,,Quercus ×cravenensis Little,Craven oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUDI2,,Quercus ×diversiloba Tharp ex A. Camus,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUFE2,,Quercus ×fernowii Trel.,Fernow oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUGU,,Quercus ×guadalupensis Sarg.,Guadalupe oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHA,,Quercus ×harbisonii Sarg.,Harbison oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHA2,,Quercus ×hastingsii Sarg.,Hastings oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHE,,Quercus ×heterophylla Michx. f. (pro sp.),Bartram oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIN2,,Quercus ×inconstans Palmer,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUJO4,,Quercus ×joorii Trel.,Joor oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QULU,,Quercus ×ludoviciana Sarg.,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMA,,Quercus ×macnabiana Sudw.,MacNab oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUNE2,,Quercus ×neotharpii A. Camus,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUNE3,,Quercus ×nessiana Palmer,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUPA4,,Quercus ×pauciloba Rydb. (pro sp.),,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUPS,,Quercus ×pseudomargaretta Trel. (pro sp.),false sand post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUST3,,Quercus ×sterilis Trel. ex Palmer,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSU6,,Quercus ×subfalcata Trel.,hybrid oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUTH,,Quercus ×tharpii C.H. Mull. (pro sp.),Tharp oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUAL,,Quercus alba L.,white oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,25,100,No,Long,Erect,None,Yes,Yes,No,Medium,Medium,30,80,48,Intermediate,Mid Spring,High,Summer,Fall,No,No,No,No
QUAR,,Quercus arizonica Sarg.,Arizona white oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUAR2,,Quercus arkansana Sarg.,Arkansas oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUBO2,,Quercus boyntonii Beadle,Boynton sand post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUBU2,,Quercus buckleyi Nixon & Dorr,Texas red oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCA7,,Quercus carmenensis C.H. Mull.,Mexican oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCH4,,Quercus chihuahuensis Trel.,Chihuahuan oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUDE3,,Quercus depressipes Trel.,Davis Mountain oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEM,,Quercus emoryi Torr.,Emory oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUFA,,Quercus falcata Michx.,southern red oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Coarse,No,Single Stem,35,75,No,Long,Erect,None,Yes,Yes,Yes,High,Medium,40,80,36,Intermediate,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUFU,,Quercus fusiformis Small,Texas live oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUGA,,Quercus gambelii Nutt.,Gambel oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",Spring and Summer,Yes,Yellow,No,Green,Coarse,No,Single Crown,15,40,No,Long,Irregular,None,Yes,Yes,No,Low,Low,10,24,36,Intolerant,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUGAG,,Quercus gambelii Nutt. var. gambelii,Gambel oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUGR,,Quercus graciliformis C.H. Mull.,Chisos oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUGR2,,Quercus gravesii Sudw.,Chisos red oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUGR3,,Quercus grisea Liebm.,gray oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHA3,,Quercus havardii Rydb.,Havard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHAH,,Quercus havardii Rydb. var. havardii,Havard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHE2,,Quercus hemisphaerica W. Bartram ex Willd.,Darlington oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHEH,,Quercus hemisphaerica W. Bartram ex Willd. var. hemisphaerica,Darlington oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUHY,,Quercus hypoleucoides A. Camus,silverleaf oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIN,,Quercus incana W. Bartram,bluejack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QULA,,Quercus laceyi Small,Lacey oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QULA3,,Quercus laurifolia Michx.,laurel oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,28,70,No,Short,Erect,None,Yes,Yes,No,Low,Medium,40,70,36,Tolerant,Early Spring,Medium,Summer,Fall,No,No,No,No
QULY,,Quercus lyrata Walter,overcup oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,30,80,No,Long,Erect,None,No,Yes,Yes,None,High,36,60,24,Intermediate,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUMA2,,Quercus macrocarpa Michx.,bur oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,25,100,No,Long,Erect,None,Yes,Yes,Yes,High,Medium,15,50,28,Intermediate,Mid Spring,Low,Summer,Fall,No,No,No,No
QUMAM,,Quercus macrocarpa Michx. var. macrocarpa,bur oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMA13,,Quercus margaretta (Ashe) Small,sand post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMA3,,Quercus marilandica Münchh.,blackjack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Yellow,No,Dark Green,Coarse,No,Single Stem,20,25,No,Long,Erect,None,Yes,Yes,No,High,Low,17,48,24,Intolerant,Mid Spring,Medium,Fall,Fall,No,No,No,No
QUMAA2,,Quercus marilandica Münchh. var. ashei Sudw.,blackjack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMAM2,,Quercus marilandica Münchh. var. marilandica,blackjack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMI,,Quercus michauxii Nutt.,swamp chestnut oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,35,80,No,Moderate,Erect,None,No,Yes,Yes,Low,Medium,40,70,28,Intolerant,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUMO,,Quercus mohriana Buckley ex Rydb.,Mohr oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMU,,Quercus muehlenbergii Engelm.,chinquapin oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,30,70,No,Long,Erect,None,No,Yes,No,High,Medium,20,90,28,Intolerant,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUNI,,Quercus nigra L.,water oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,30,90,No,Moderate,Erect,None,No,Yes,Yes,Low,High,35,70,40,Intolerant,Mid Spring,Medium,Summer,Summer,No,No,No,No
QUOB,,Quercus oblongifolia Torr.,Mexican blue oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUPA5,,Quercus pagoda Raf.,cherrybark oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,60,120,No,Moderate,Erect,None,No,Yes,Yes,Low,Medium,40,70,36,Intolerant,Mid Spring,High,Summer,Fall,No,No,No,No
QUPH,,Quercus phellos L.,willow oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Fine,Yes,Single Stem,60,100,No,Long,Erect,None,No,Yes,Yes,None,High,40,70,12,Intolerant,Mid Spring,High,Summer,Fall,No,No,No,No
QUPO2,,Quercus polymorpha Schltdl. & Cham.,netleaf white oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUPU,,Quercus pungens Liebm.,pungent oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QURO3,,Quercus robusta C.H. Mull.,robust oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QURU4,,Quercus rugosa Née,netleaf oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSH,,Quercus shumardii Buckley,Shumard's oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,35,100,No,Long,Erect,None,Yes,Yes,No,High,Medium,25,70,40,Intolerant,Early Spring,Medium,Spring,Fall,No,No,No,No
QUSHS,,Quercus shumardii Buckley var. schneckii (Britton) Sarg.,Schneck oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSHS2,,Quercus shumardii Buckley var. shumardii,Shumard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSI2,,Quercus similis Ashe,bottomland post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSI,,Quercus sinuata Walter,bastard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSIB,,Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.,bastard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSIS,,Quercus sinuata Walter var. sinuata,bastard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUST,,Quercus stellata Wangenh.,post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Coarse,No,Single Stem,25,60,No,Long,Erect,Moderate,Yes,Yes,No,High,Medium,22,80,36,Intolerant,Early Spring,Medium,Summer,Fall,No,No,No,No
QUTA,,Quercus tardifolia C.H. Mull.,lateleaf oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUTE,,Quercus texana Buckley,Nuttall oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,40,110,No,Long,Erect,None,No,No,Yes,None,Medium,40,65,40,Intolerant,Early Spring,High,Spring,Fall,No,No,No,No
QUTO2,,Quercus toumeyi Sarg.,Toumey oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUTU2,,Quercus turbinella Greene,Sonoran scrub oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUVA5,,Quercus vaseyana Buckley,sandpaper oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUVE,,Quercus velutina Lam.,black oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,Yes,Yellow,No,Green,Medium,Yes,Single Stem,25,80,No,Moderate,Erect,None,Yes,Yes,Yes,Low,Medium,30,80,40,Intermediate,Early Spring,High,Spring,Fall,No,No,No,No
QUVI,,Quercus virginiana Mill.,live oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Tree,Spring and Summer,No,Yellow,No,Green,Medium,Yes,Single Stem,25,50,Yes,Long,Rounded,None,Yes,Yes,Yes,Medium,Medium,32,70,40,Intermediate,Early Spring,,Spring,Fall,No,No,No,No
RHLA,,Rhamnus lanceolata Pursh,lanceleaf buckthorn,Rhamnus,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHLAG2,,Rhamnus lanceolata Pursh ssp. glabrata (Gleason) Kartesz & Gandhi,lanceleaf buckthorn,Rhamnus,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHCO,,Rhus copallinum L.,winged sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Yellow,No,Green,Coarse,Yes,Rhizomatous,8,8,No,Moderate,Erect,None,Yes,Yes,Yes,Medium,Low,28,60,14,Intolerant,Mid Spring,High,Summer,Fall,Yes,No,No,No
RHCOL2,,Rhus copallinum L. var. latifolia Engl.,winged sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHGL,,Rhus glabra L.,smooth sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Yellow,No,Green,Coarse,Yes,Rhizomatous,12,12,No,Short,Erect,None,Yes,Yes,No,Medium,Low,30,60,24,Intolerant,Mid Spring,High,Summer,Fall,Yes,No,No,No
RHLA3,,Rhus lanceolata (A. Gray) Britton,prairie sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHMI3,,Rhus microphylla Engelm. ex A. Gray,littleleaf sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,White,No,Green,Fine,Yes,Multiple Stem,10,10,No,Moderate,Rounded,None,Yes,Yes,No,High,Low,8,26,12,Intolerant,Spring,Medium,Summer,Fall,Yes,No,No,Yes
RHVI3,,Rhus virens Lindh. ex A. Gray,evergreen sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHVIC,,Rhus virens Lindh. ex A. Gray var. choriophylla (Wooton & Standl.) L.D. Benson,evergreen sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHVIV,,Rhus virens Lindh. ex A. Gray var. virens,evergreen sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICO3,,Ricinus communis L.,castorbean,Ricinus,Euphorbiaceae,Spurge family,Euphorbiales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub, Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROHI,,Robinia hispida L.,bristly locust,Robinia,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROHIH,,Robinia hispida L. var. hispida,bristly locust,Robinia,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
